"id","houseno","houseno_specification","geo_long","geo_lat","address_specification_verbatim","street_id"
"4116","3",NULL,"2.34233","48.8464",NULL,"922"
"4117","6",NULL,"2.36202","48.8603",NULL,"310"
"4118","9",NULL,"2.3208","48.8836",NULL,"949"
"4119","32",NULL,"2.34605","48.8614",NULL,"312"
"4120","6",NULL,"2.35638","48.8517",NULL,"313"
"4121","34",NULL,"2.35638","48.8517",NULL,"313"
"4122","1",NULL,"2.3578","48.8609",NULL,"315"
"4123","17",NULL,"2.36596","48.8627",NULL,"316"
"4124","21",NULL,"2.36596","48.8627",NULL,"316"
"4125","23",NULL,"2.36596","48.8627",NULL,"316"
"4126","12",NULL,"2.36596","48.8627",NULL,"316"
"4127","5",NULL,"2.33906","48.8689",NULL,"318"
"4128","5",NULL,"2.33906","48.8689",NULL,"318"
"4129","34",NULL,"2.36795","48.8603",NULL,"320"
"4130","31",NULL,"2.34718","48.8678",NULL,"321"
"4131","40",NULL,"2.34472","48.8436",NULL,"950"
"4132","14",NULL,"2.34718","48.8678",NULL,"321"
"4133","29",NULL,"2.34718","48.8678",NULL,"321"
"4134","5",NULL,"2.34159","48.8603",NULL,"679"
"4135","4",NULL,"2.33167","48.8694",NULL,"585"
